imagePath;X1-0;Y1-0;X2-0;Y2-0;X3-0;Y3-0;X4-0;Y4-0;X5-0;Y5-0;X6-0;Y6-0;X7-0;Y7-0;X8-0;Y8-0;X9-0;Y9-0;X1-1;Y1-1;X2-1;Y2-1;X3-1;Y3-1;X4-1;Y4-1;X1-2;Y1-2;X2-2;Y2-2;X3-2;Y3-2;X4-2;Y4-2;X1-3;Y1-3;X2-3;Y2-3;X3-3;Y3-3;X4-3;Y4-3;X1-4;Y1-4;X2-4;Y2-4;X3-4;Y3-4;X4-4;Y4-4;X1-5;Y1-5;X2-5;Y2-5;X3-5;Y3-5;X4-5;Y4-5
images/514 RF.bmp;465;274;446;143;385;81;320;120;270;126;240;130;216;230;258;313;346;315;385;81;222;29;214;53;320;120;240;130;60;135;54;169;218;185;218;185;34;203;38;243;216;230;216;230;56;255;62;283;236;271;236;271;104;295;110;313;258;313
